/home/dima/datasets/eyes/train/000000.jpg,1
/home/dima/datasets/eyes/train/000001.jpg,1
/home/dima/datasets/eyes/train/000002.jpg,1
/home/dima/datasets/eyes/train/000003.jpg,0
/home/dima/datasets/eyes/train/000004.jpg,1
/home/dima/datasets/eyes/train/000005.jpg,0
/home/dima/datasets/eyes/train/000006.jpg,0
/home/dima/datasets/eyes/train/000007.jpg,0
/home/dima/datasets/eyes/train/000008.jpg,1
/home/dima/datasets/eyes/train/000009.jpg,0
/home/dima/datasets/eyes/train/000010.jpg,0
/home/dima/datasets/eyes/train/000011.jpg,0
/home/dima/datasets/eyes/train/000012.jpg,0
/home/dima/datasets/eyes/train/000013.jpg,0
/home/dima/datasets/eyes/train/000014.jpg,0
/home/dima/datasets/eyes/train/000015.jpg,0
/home/dima/datasets/eyes/train/000016.jpg,1
/home/dima/datasets/eyes/train/000017.jpg,1
/home/dima/datasets/eyes/train/000018.jpg,1
/home/dima/datasets/eyes/train/000019.jpg,0
/home/dima/datasets/eyes/train/000020.jpg,1
/home/dima/datasets/eyes/train/000021.jpg,1
/home/dima/datasets/eyes/train/000022.jpg,1
/home/dima/datasets/eyes/train/000023.jpg,0
/home/dima/datasets/eyes/train/000024.jpg,1
/home/dima/datasets/eyes/train/000025.jpg,0
/home/dima/datasets/eyes/train/000026.jpg,0
/home/dima/datasets/eyes/train/000027.jpg,0
/home/dima/datasets/eyes/train/000028.jpg,0
/home/dima/datasets/eyes/train/000029.jpg,0
/home/dima/datasets/eyes/train/000030.jpg,1
/home/dima/datasets/eyes/train/000031.jpg,0
/home/dima/datasets/eyes/train/000032.jpg,0
/home/dima/datasets/eyes/train/000033.jpg,0
/home/dima/datasets/eyes/train/000034.jpg,0
/home/dima/datasets/eyes/train/000035.jpg,0
/home/dima/datasets/eyes/train/000036.jpg,0
/home/dima/datasets/eyes/train/000037.jpg,1
/home/dima/datasets/eyes/train/000038.jpg,1
/home/dima/datasets/eyes/train/000039.jpg,1
/home/dima/datasets/eyes/train/000040.jpg,0
/home/dima/datasets/eyes/train/000041.jpg,1
/home/dima/datasets/eyes/train/000042.jpg,0
/home/dima/datasets/eyes/train/000043.jpg,1
/home/dima/datasets/eyes/train/000044.jpg,0
/home/dima/datasets/eyes/train/000045.jpg,0
/home/dima/datasets/eyes/train/000046.jpg,1
/home/dima/datasets/eyes/train/000047.jpg,0
/home/dima/datasets/eyes/train/000048.jpg,0
/home/dima/datasets/eyes/train/000049.jpg,0
/home/dima/datasets/eyes/train/000050.jpg,1
/home/dima/datasets/eyes/train/000051.jpg,1
/home/dima/datasets/eyes/train/000052.jpg,0
/home/dima/datasets/eyes/train/000053.jpg,0
/home/dima/datasets/eyes/train/000054.jpg,1
/home/dima/datasets/eyes/train/000055.jpg,0
/home/dima/datasets/eyes/train/000056.jpg,0
/home/dima/datasets/eyes/train/000057.jpg,0
/home/dima/datasets/eyes/train/000058.jpg,0
/home/dima/datasets/eyes/train/000059.jpg,1
/home/dima/datasets/eyes/train/000060.jpg,1
/home/dima/datasets/eyes/train/000061.jpg,1
/home/dima/datasets/eyes/train/000062.jpg,1
/home/dima/datasets/eyes/train/000063.jpg,1
/home/dima/datasets/eyes/train/000064.jpg,1
/home/dima/datasets/eyes/train/000065.jpg,0
/home/dima/datasets/eyes/train/000066.jpg,0
/home/dima/datasets/eyes/train/000067.jpg,0
/home/dima/datasets/eyes/train/000068.jpg,0
/home/dima/datasets/eyes/train/000069.jpg,1
